asmbl,id,len,type,description
GCF_030708255.1_ASM3070825v1_genomic,NZ_CP107134.1,5332681,chromosome,"NZ_CP107134.1 Escherichia coli strain S6 chromosome, complete genome"
GCF_030708255.1_ASM3070825v1_genomic,NZ_CP107135.1,139731,plasmid,"NZ_CP107135.1 Escherichia coli strain S6 plasmid pS6-220-1, complete sequence"
GCF_030708255.1_ASM3070825v1_genomic,NZ_CP107136.1,92311,plasmid,"NZ_CP107136.1 Escherichia coli strain S6 plasmid pS6-220-2, complete sequence"
GCF_003856615.1_ASM385661v1_genomic,NZ_CP023849.1,5243509,chromosome,"NZ_CP023849.1 Escherichia coli strain 4/0 chromosome, complete genome"
GCF_003856615.1_ASM385661v1_genomic,NZ_CP023850.1,138672,plasmid,"NZ_CP023850.1 Escherichia coli strain 4/0 plasmid p4_0.1, complete sequence"
GCF_003856615.1_ASM385661v1_genomic,NZ_CP023851.1,110452,plasmid,"NZ_CP023851.1 Escherichia coli strain 4/0 plasmid p4_0.2, complete sequence"
GCF_003856615.1_ASM385661v1_genomic,NZ_CP023852.1,10612,plasmid,"NZ_CP023852.1 Escherichia coli strain 4/0 plasmid p4_0.3, complete sequence"
GCF_018972265.1_ASM1897226v1_genomic,NZ_CP076693.1,5181038,chromosome,"NZ_CP076693.1 Escherichia coli strain S103EC chromosome, complete genome"
GCF_018972265.1_ASM1897226v1_genomic,NZ_CP076694.1,146805,plasmid,"NZ_CP076694.1 Escherichia coli strain S103EC plasmid pS103EC_A, complete sequence"
GCF_018972265.1_ASM1897226v1_genomic,NZ_CP076696.1,5168,plasmid,"NZ_CP076696.1 Escherichia coli strain S103EC plasmid pS103EC_B, complete sequence"
GCF_018972265.1_ASM1897226v1_genomic,NZ_CP076695.1,4084,plasmid,"NZ_CP076695.1 Escherichia coli strain S103EC plasmid pS103EC_C, complete sequence"
GCF_001469815.1_ASM146981v1_genomic,NZ_CP013658.1,5106662,chromosome,"NZ_CP013658.1 Escherichia coli strain uk_P46212 chromosome, complete genome"
GCF_001469815.1_ASM146981v1_genomic,NZ_CP013657.1,143748,plasmid,"NZ_CP013657.1 Escherichia coli strain uk_P46212 plasmid unnamed, complete sequence"
GCF_021228975.1_ASM2122897v1_genomic,NZ_CP089445.1,5112678,chromosome,"NZ_CP089445.1 Escherichia coli strain 5-1 chromosome, complete genome"
GCF_021228975.1_ASM2122897v1_genomic,NZ_CP089446.1,129071,plasmid,"NZ_CP089446.1 Escherichia coli strain 5-1 plasmid unnamed1, complete sequence"
GCF_021228975.1_ASM2122897v1_genomic,NZ_CP089447.1,125150,plasmid,"NZ_CP089447.1 Escherichia coli strain 5-1 plasmid unnamed2, complete sequence"
GCF_030707855.1_ASM3070785v1_genomic,NZ_CP107151.1,5120420,chromosome,"NZ_CP107151.1 Escherichia coli strain R13 chromosome, complete genome"
GCF_030707855.1_ASM3070785v1_genomic,NZ_CP107152.1,187795,plasmid,"NZ_CP107152.1 Escherichia coli strain R13 plasmid pR13-1180, complete sequence"
GCF_000285655.3_EC958.v1_genomic,NZ_HG941718.1,5109767,chromosome,"NZ_HG941718.1 Escherichia coli O25b:H4-ST131 strain EC958 chromosome I, complete sequence"
GCF_000285655.3_EC958.v1_genomic,NZ_HG941719.1,135602,plasmid,"NZ_HG941719.1 Escherichia coli O25b:H4-ST131 strain EC958 plasmid pEC958, complete sequence"
GCF_000285655.3_EC958.v1_genomic,NZ_HG941720.1,4080,plasmid,"NZ_HG941720.1 Escherichia coli O25b:H4-ST131 strain EC958 plasmid pEC958B, complete sequence"
GCF_030995205.1_ASM3099520v1_genomic,NZ_CP115324.1,5289576,chromosome,"NZ_CP115324.1 Escherichia coli strain CUVET17-1136 chromosome, complete genome"
GCF_030995205.1_ASM3099520v1_genomic,NZ_CP115325.1,146752,plasmid,"NZ_CP115325.1 Escherichia coli strain CUVET17-1136 plasmid pCUVET17-1136.1, complete sequence"
GCF_030708015.1_ASM3070801v1_genomic,NZ_CP107182.1,5325420,chromosome,"NZ_CP107182.1 Escherichia coli strain R4 chromosome, complete genome"
GCF_030708015.1_ASM3070801v1_genomic,NZ_CP107183.1,118803,plasmid,"NZ_CP107183.1 Escherichia coli strain R4 plasmid pR4-B86605, complete sequence"
GCF_030708495.1_ASM3070849v1_genomic,NZ_CP096110.1,5114958,chromosome,"NZ_CP096110.1 Escherichia coli strain DP033 chromosome, complete genome"
GCF_030708495.1_ASM3070849v1_genomic,NZ_CP096111.1,126378,plasmid,"NZ_CP096111.1 Escherichia coli strain DP033 plasmid pDP033, complete sequence"
GCF_019428585.1_ASM1942858v1_genomic,NZ_CP080119.1,5185411,chromosome,"NZ_CP080119.1 Escherichia coli strain M45 chromosome, complete genome"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026788.1,5194327,chromosome,"NZ_AP026788.1 Escherichia coli strain IPCEC42 chromosome, complete genome"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026789.1,165449,plasmid,"NZ_AP026789.1 Escherichia coli strain IPCEC42 plasmid pIPCEC42_1, complete sequence"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026790.1,60945,plasmid,"NZ_AP026790.1 Escherichia coli strain IPCEC42 plasmid pIPCEC42_2, complete sequence"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026791.1,30638,plasmid,"NZ_AP026791.1 Escherichia coli strain IPCEC42 plasmid pIPCEC42_3, complete sequence"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026792.1,4073,plasmid,"NZ_AP026792.1 Escherichia coli strain IPCEC42 plasmid pIPCEC42_4, complete sequence"
GCF_026001125.1_ASM2600112v1_genomic,NZ_AP026793.1,1661,plasmid,"NZ_AP026793.1 Escherichia coli strain IPCEC42 plasmid pIPCEC42_5, complete sequence"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023853.1,5174317,chromosome,"NZ_CP023853.1 Escherichia coli strain 2/0 chromosome, complete genome"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023854.1,135053,plasmid,"NZ_CP023854.1 Escherichia coli strain 2/0 plasmid p2_0.1, complete sequence"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023855.1,4063,plasmid,"NZ_CP023855.1 Escherichia coli strain 2/0 plasmid p2_0.2, complete sequence"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023856.1,2331,plasmid,"NZ_CP023856.1 Escherichia coli strain 2/0 plasmid p2_0.3, complete sequence"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023857.1,2101,plasmid,"NZ_CP023857.1 Escherichia coli strain 2/0 plasmid p2_0.4, complete sequence"
GCF_003856635.1_ASM385663v1_genomic,NZ_CP023858.1,1552,plasmid,"NZ_CP023858.1 Escherichia coli strain 2/0 plasmid p2_0.5, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849064.1,5186323,chromosome,"NZ_OW849064.1 Escherichia coli isolate 131 chromosome main, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849065.1,146311,plasmid,"NZ_OW849065.1 Escherichia coli isolate 131 plasmid P1, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849066.1,38262,plasmid,"NZ_OW849066.1 Escherichia coli isolate 131 plasmid P2, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849067.1,2102,plasmid,"NZ_OW849067.1 Escherichia coli isolate 131 plasmid P3, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849068.1,1565,plasmid,"NZ_OW849068.1 Escherichia coli isolate 131 plasmid P4, complete sequence"
GCF_905219315.2_AI2721v1_cp_genomic,NZ_OW849069.1,1506,plasmid,"NZ_OW849069.1 Escherichia coli isolate 131 plasmid P5, complete sequence"
GCF_900520365.1_ASM90052036v1_genomic,NZ_LS992192.1,5302459,chromosome,"NZ_LS992192.1 Escherichia coli isolate Escherichia coli str. TO217 chromosome 1, complete sequence"
GCF_900520365.1_ASM90052036v1_genomic,NZ_LS992193.1,128948,plasmid,"NZ_LS992193.1 Escherichia coli isolate Escherichia coli str. TO217 plasmid 2, complete sequence"
GCF_900520365.1_ASM90052036v1_genomic,NZ_LS992194.1,86367,plasmid,"NZ_LS992194.1 Escherichia coli isolate Escherichia coli str. TO217 plasmid 3, complete sequence"
GCF_030708535.1_ASM3070853v1_genomic,NZ_CP107147.1,5230650,chromosome,"NZ_CP107147.1 Escherichia coli strain R14 chromosome, complete genome"
GCF_030708535.1_ASM3070853v1_genomic,NZ_CP107148.1,139792,plasmid,"NZ_CP107148.1 Escherichia coli strain R14 plasmid pR14-S7K7-1, complete sequence"
GCF_030708535.1_ASM3070853v1_genomic,NZ_CP107149.1,57907,plasmid,"NZ_CP107149.1 Escherichia coli strain R14 plasmid pR14-S7K7-2, complete sequence"
GCF_030708535.1_ASM3070853v1_genomic,NZ_CP107150.1,4251,plasmid,"NZ_CP107150.1 Escherichia coli strain R14 plasmid pR14-S7K7-3, complete sequence"
GCF_019428545.1_ASM1942854v1_genomic,NZ_CP080117.1,4983348,chromosome,"NZ_CP080117.1 Escherichia coli strain OV24 chromosome, complete genome"
GCF_016890105.1_ASM1689010v1_genomic,NZ_CP069589.1,5080830,chromosome,"NZ_CP069589.1 Escherichia coli strain FDAARGOS_1266 chromosome, complete genome"
GCF_016890105.1_ASM1689010v1_genomic,NZ_CP069590.1,127965,plasmid,"NZ_CP069590.1 Escherichia coli strain FDAARGOS_1266 plasmid unnamed1, complete sequence"
GCF_016890105.1_ASM1689010v1_genomic,NZ_CP069591.1,5631,plasmid,"NZ_CP069591.1 Escherichia coli strain FDAARGOS_1266 plasmid unnamed2, complete sequence"
GCF_016890105.1_ASM1689010v1_genomic,NZ_CP069592.1,1552,plasmid,"NZ_CP069592.1 Escherichia coli strain FDAARGOS_1266 plasmid unnamed3, complete sequence"
GCF_029987955.1_ASM2998795v1_genomic,NZ_CP124328.1,5285418,chromosome,"NZ_CP124328.1 Escherichia coli strain AVS0787 chromosome, complete genome"
GCF_029987955.1_ASM2998795v1_genomic,NZ_CP124331.1,1914,plasmid,NZ_CP124331.1 Escherichia coli strain AVS0787 plasmid unnamed
GCF_029987955.1_ASM2998795v1_genomic,NZ_CP124329.1,149581,plasmid,"NZ_CP124329.1 Escherichia coli strain AVS0787 plasmid pAVS0787-A, complete sequence"
GCF_029987955.1_ASM2998795v1_genomic,NZ_CP124330.1,61165,plasmid,"NZ_CP124330.1 Escherichia coli strain AVS0787 plasmid pAVS0787-B, complete sequence"
GCF_029990355.1_ASM2999035v1_genomic,NZ_CP124367.1,5174834,chromosome,"NZ_CP124367.1 Escherichia coli strain AVS0465 chromosome, complete genome"
GCF_029990355.1_ASM2999035v1_genomic,NZ_CP124368.1,103076,plasmid,"NZ_CP124368.1 Escherichia coli strain AVS0465 plasmid pAVS0465-A, complete sequence"
GCF_029990355.1_ASM2999035v1_genomic,NZ_CP124369.1,5167,plasmid,"NZ_CP124369.1 Escherichia coli strain AVS0465 plasmid pAVS0465-B, complete sequence"
GCF_029990355.1_ASM2999035v1_genomic,NZ_CP124370.1,4593,plasmid,"NZ_CP124370.1 Escherichia coli strain AVS0465 plasmid pAVS0465-C, complete sequence"
GCF_029990355.1_ASM2999035v1_genomic,NZ_CP124371.1,4082,plasmid,"NZ_CP124371.1 Escherichia coli strain AVS0465 plasmid pAVS0465-D, complete sequence"
GCF_019355495.1_ASM1935549v1_genomic,NZ_CP059130.1,5216726,chromosome,"NZ_CP059130.1 Escherichia coli strain Ec55 chromosome, complete genome"
GCF_019355495.1_ASM1935549v1_genomic,NZ_CP059131.1,167739,plasmid,"NZ_CP059131.1 Escherichia coli strain Ec55 plasmid pEc55_1, complete sequence"
GCF_019355495.1_ASM1935549v1_genomic,NZ_CP059132.1,4073,plasmid,"NZ_CP059132.1 Escherichia coli strain Ec55 plasmid pEc55_2, complete sequence"
GCF_019355495.1_ASM1935549v1_genomic,NZ_CP059133.1,2101,plasmid,"NZ_CP059133.1 Escherichia coli strain Ec55 plasmid pEc55_3, complete sequence"
GCF_019355495.1_ASM1935549v1_genomic,NZ_CP059134.1,1459,plasmid,"NZ_CP059134.1 Escherichia coli strain Ec55 plasmid pEc55_4, complete sequence"
GCF_030707875.1_ASM3070787v1_genomic,NZ_CP107153.1,5228698,chromosome,"NZ_CP107153.1 Escherichia coli strain R12 chromosome, complete genome"
GCF_030707875.1_ASM3070787v1_genomic,NZ_CP107154.1,123733,plasmid,"NZ_CP107154.1 Escherichia coli strain R12 plasmid pR12-B45342, complete sequence"
GCF_030708055.1_ASM3070805v1_genomic,NZ_CP107188.1,5095314,chromosome,"NZ_CP107188.1 Escherichia coli strain R2 chromosome, complete genome"
GCF_030708055.1_ASM3070805v1_genomic,NZ_CP107189.1,162472,plasmid,"NZ_CP107189.1 Escherichia coli strain R2 plasmid pR2-1030-1, complete sequence"
GCF_030708055.1_ASM3070805v1_genomic,NZ_CP107190.1,4593,plasmid,"NZ_CP107190.1 Escherichia coli strain R2 plasmid pR2-1030-2, complete sequence"
GCF_030708055.1_ASM3070805v1_genomic,NZ_CP107191.1,4091,plasmid,"NZ_CP107191.1 Escherichia coli strain R2 plasmid pR2-1030-3, complete sequence"
GCF_030707975.1_ASM3070797v1_genomic,NZ_CP107174.1,5118568,chromosome,"NZ_CP107174.1 Escherichia coli strain R7 chromosome, complete genome"
GCF_030707975.1_ASM3070797v1_genomic,NZ_CP107175.1,111932,plasmid,"NZ_CP107175.1 Escherichia coli strain R7 plasmid pR7-S2K78-1, complete sequence"
GCF_030707975.1_ASM3070797v1_genomic,NZ_CP107176.1,129206,plasmid,"NZ_CP107176.1 Escherichia coli strain R7 plasmid pR7-S2K78-2, complete sequence"
GCF_030707975.1_ASM3070797v1_genomic,NZ_CP107177.1,4073,plasmid,"NZ_CP107177.1 Escherichia coli strain R7 plasmid pR7-S2K78-3, complete sequence"
GCF_024918915.1_ASM2491891v1_genomic,NZ_CP103755.1,5295156,chromosome,"NZ_CP103755.1 Escherichia coli strain p11B chromosome, complete genome"
GCF_024918915.1_ASM2491891v1_genomic,NZ_CP103756.1,180962,plasmid,"NZ_CP103756.1 Escherichia coli strain p11B plasmid unnamed1, complete sequence"
GCF_024918915.1_ASM2491891v1_genomic,NZ_CP103757.1,70739,plasmid,"NZ_CP103757.1 Escherichia coli strain p11B plasmid unnamed2, complete sequence"
GCF_029989965.1_ASM2998996v1_genomic,NZ_CP124355.1,5285630,chromosome,"NZ_CP124355.1 Escherichia coli strain AVS0171 chromosome, complete genome"
GCF_029989965.1_ASM2998996v1_genomic,NZ_CP124356.1,149660,plasmid,"NZ_CP124356.1 Escherichia coli strain AVS0171 plasmid pAVS0171-A, complete sequence"
GCF_030708175.1_ASM3070817v1_genomic,NZ_CP107120.1,5281079,chromosome,"NZ_CP107120.1 Escherichia coli strain S12 chromosome, complete genome"
GCF_030708175.1_ASM3070817v1_genomic,NZ_CP107121.1,150851,plasmid,"NZ_CP107121.1 Escherichia coli strain S12 plasmid pS12-1027, complete sequence"
GCF_030708035.1_ASM3070803v1_genomic,NZ_CP107184.1,5283900,chromosome,"NZ_CP107184.1 Escherichia coli strain R3 chromosome, complete genome"
GCF_030708035.1_ASM3070803v1_genomic,NZ_CP107185.1,134093,plasmid,"NZ_CP107185.1 Escherichia coli strain R3 plasmid pR3-1063-1, complete sequence"
GCF_030708035.1_ASM3070803v1_genomic,NZ_CP107186.1,89917,plasmid,"NZ_CP107186.1 Escherichia coli strain R3 plasmid pR3-1063-2, complete sequence"
GCF_030708035.1_ASM3070803v1_genomic,NZ_CP107187.1,1616,plasmid,"NZ_CP107187.1 Escherichia coli strain R3 plasmid pR3-1063-3, complete sequence"
GCF_900520345.1_ASM90052034v1_genomic,NZ_LS992180.1,5137826,chromosome,"NZ_LS992180.1 Escherichia coli isolate Escherichia coli str. TO124 chromosome 1, complete sequence"
GCF_900520345.1_ASM90052034v1_genomic,NZ_LS992181.1,149633,plasmid,"NZ_LS992181.1 Escherichia coli isolate Escherichia coli str. TO124 plasmid 2, complete sequence"
GCF_900520345.1_ASM90052034v1_genomic,NZ_LS992182.1,133139,plasmid,"NZ_LS992182.1 Escherichia coli isolate Escherichia coli str. TO124 plasmid 3, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107155.1,5120131,chromosome,"NZ_CP107155.1 Escherichia coli strain R11 chromosome, complete genome"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107156.1,110062,plasmid,"NZ_CP107156.1 Escherichia coli strain R11 plasmid pR11-698-1, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107157.1,95994,plasmid,"NZ_CP107157.1 Escherichia coli strain R11 plasmid pR11-698-2, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107158.1,24413,plasmid,"NZ_CP107158.1 Escherichia coli strain R11 plasmid pR11-698-3, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107159.1,4088,plasmid,"NZ_CP107159.1 Escherichia coli strain R11 plasmid pR11-698-4, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107160.1,1552,plasmid,"NZ_CP107160.1 Escherichia coli strain R11 plasmid pR11-698-5, complete sequence"
GCF_030707895.1_ASM3070789v1_genomic,NZ_CP107161.1,1454,plasmid,"NZ_CP107161.1 Escherichia coli strain R11 plasmid pR11-698-6, complete sequence"
